N,P,K,temperature,humidity,ph,rainfall,label
42.14,32.06,104.4,23.98,51.52,7.5,950.59,Dry fruits
55.86,47.74,179.56,24.14,59.95,6.41,1224.41,Dry fruits
53.85,49.44,149.55,26.99,62.04,6.02,2419.2,Dry ginger
94.06,22.54,60.91,20.44,84.59,5.88,1374.68,Dry ginger
45.98,24.64,137.09,24.55,67.32,6.28,1880.27,Dry ginger
77.23,43.77,51.14,18.03,61.52,6.27,2388.64,Dry ginger
46.49,42.34,120.21,33.65,74.12,5.3,2100.89,Dry ginger
85.51,39.76,134.95,23.94,80.71,5.47,1558.95,Dry ginger
39.4,20.41,43.95,28.74,86.26,5.57,1529.7,Dry ginger
20.28,29.45,70.95,27.19,87.26,5.91,1948.41,Dry ginger
76.44,20.34,78.12,19.81,73.22,6.6,1617.59,Dry ginger
56.49,22.33,74.12,32.99,69.09,6.32,871.64,Dry ginger
30.27,25.9,139.16,21.51,81.8,5.3,1841.83,Dry ginger
66.95,36.77,71.49,20.59,86.59,6.02,1160.47,Dry ginger
53.07,17.35,92.29,24.78,63.98,5.8,1887.2,Dry ginger
94.28,39.61,95.27,30.32,68.4,6.2,808.61,Dry ginger
25.8,36.85,61.18,29.02,79.1,5.11,1467.24,Dry ginger
69.04,39.97,129.77,23.29,85.1,5.64,811.88,Dry ginger
68.8,23.46,53.68,22.13,84.84,6.65,2434.88,Dry ginger
44.23,30.96,128.28,23.09,71.55,5.43,1773.02,Dry ginger
72.74,26.15,42.67,29.77,78.5,5.39,1334.9,Dry ginger
96.57,37.06,105.5,28.24,88.63,5.61,1277.56,Dry ginger
50.14,43.03,53.31,21.31,66.85,6.15,1890.69,Dry ginger
49.75,24.67,123.01,18.51,82.16,5.38,2334.72,Dry ginger
53.1,37.48,53.31,22.06,81.02,5.99,2109.81,Dry ginger
65.07,34.93,134.41,24.8,86.85,5.67,1358.61,Dry ginger
82.35,15.4,58.94,19.15,75.36,6.13,817.64,Dry ginger
32.92,25.59,72.36,19.55,65.19,6.52,1990.99,Dry ginger
43.69,24.22,48.82,23.58,71.94,6.63,2063.3,Dry ginger
58.33,19.72,112.18,32.98,62.34,6.53,1106.19,Dry ginger
76.1,21.43,106.0,21.8,76.25,6.08,1851.48,Dry ginger
74.62,17.42,117.37,20.47,80.31,5.22,1615.01,Dry ginger
50.94,48.86,109.39,19.41,81.03,5.35,1286.46,Dry ginger
50.28,42.17,143.85,32.79,65.12,5.11,2208.51,Dry ginger
43.06,35.4,147.65,20.98,71.25,6.56,1904.97,Dry ginger
95.0,37.11,73.39,30.88,82.78,6.68,1609.48,Dry ginger
60.23,26.33,69.56,33.94,89.32,5.95,2423.65,Dry ginger
48.49,44.75,109.84,29.47,81.55,6.14,2248.96,Dry ginger
51.36,44.72,60.18,21.2,81.52,6.35,2333.91,Dry ginger
41.97,16.96,95.82,32.01,89.14,6.54,1632.93,Dry ginger
89.07,22.49,141.33,27.07,71.68,6.05,2132.81,Dry ginger
39.21,18.57,120.64,33.24,79.11,5.26,1893.76,Dry ginger
29.33,25.62,43.48,25.8,69.64,5.18,1325.35,Dry ginger
71.81,25.12,55.74,26.72,82.6,6.49,1602.57,Dry ginger
76.89,44.17,114.02,26.44,61.8,5.52,1343.69,Dry ginger
51.6,48.28,62.98,26.66,89.74,6.11,1155.15,Dry ginger
96.82,26.77,45.27,24.9,67.22,6.47,1173.92,Dry ginger
85.59,16.27,142.21,18.68,88.16,5.13,2283.39,Dry ginger
86.51,35.8,43.96,27.94,78.54,6.0,1873.59,Dry ginger
97.45,49.84,97.25,19.47,64.02,6.3,2469.34,Dry ginger
54.88,18.43,78.83,24.16,89.9,6.24,1000.37,Dry ginger
46.97,16.7,111.84,28.76,61.72,5.6,2334.83,Dry ginger
86.15,35.1,93.31,33.89,81.67,6.71,921.69,Dry ginger
36.97,16.09,135.47,29.11,65.33,6.75,2424.86,Dry ginger
37.97,37.65,113.49,18.06,80.66,5.4,2332.24,Dry ginger
87.08,46.69,123.33,20.64,70.82,6.28,1349.65,Dry ginger
76.8,26.77,59.55,26.29,80.59,5.93,1891.17,Dry ginger
55.04,42.24,111.5,27.19,73.06,5.96,886.72,Dry ginger
73.34,22.15,134.62,31.0,75.84,6.52,1940.37,Dry ginger
31.3,40.93,149.54,18.66,67.35,6.08,1505.83,Dry ginger
71.0,35.52,126.68,19.13,73.22,6.55,1416.7,Dry ginger
60.3,15.76,64.66,25.42,71.97,6.29,1840.2,Dry ginger
90.42,44.92,66.53,18.28,85.63,5.59,1390.09,Dry ginger
32.67,39.26,70.81,20.83,75.1,6.35,1258.32,Dry ginger
77.76,31.17,84.41,23.75,64.37,5.6,2294.73,Dry ginger
28.17,48.54,51.82,23.79,78.19,6.51,1044.09,Dry ginger
31.29,36.99,72.2,28.31,84.62,5.14,2235.64,Dry ginger
23.01,46.46,147.32,28.68,89.53,6.48,875.42,Dry ginger
20.3,15.73,89.71,27.97,74.44,6.22,1564.32,Dry ginger
23.41,22.92,149.19,23.53,69.74,5.28,2478.14,Dry ginger
38.44,37.64,44.63,19.06,81.5,6.14,1956.28,Dry ginger
38.48,49.47,101.42,33.51,64.93,5.73,1370.67,Dry ginger
80.41,41.17,93.52,18.26,65.26,5.09,2239.92,Dry ginger
43.18,19.13,78.96,19.24,89.37,5.57,2386.21,Dry ginger
74.62,34.81,92.3,29.0,80.59,5.02,2343.23,Dry ginger
49.44,27.36,84.72,28.96,71.28,5.67,907.89,Dry ginger
53.33,20.23,134.11,23.35,88.83,6.23,2085.46,Dry ginger
95.82,23.36,102.4,18.65,63.02,5.66,1960.25,Dry ginger
86.54,23.97,122.4,21.59,60.18,5.1,1795.45,Dry ginger
59.77,24.46,40.72,27.09,84.53,5.12,2052.01,Dry ginger
70.76,31.78,45.32,32.78,74.32,5.72,2264.51,Dry ginger
87.65,40.45,131.23,19.99,82.83,5.59,2274.74,Dry ginger
49.62,16.9,85.58,30.11,75.03,6.37,859.97,Dry ginger
34.17,34.73,82.38,28.88,88.88,6.19,1509.52,Dry ginger
63.39,46.95,114.03,30.85,69.05,6.34,1037.03,Dry ginger
79.98,45.85,139.03,19.87,84.9,5.2,1613.27,Dry ginger
74.6,31.95,77.39,28.94,79.83,6.05,1698.33,Dry ginger
76.46,29.11,47.56,26.6,81.7,5.54,1039.28,Dry ginger
92.95,45.23,108.03,30.59,89.06,6.02,1215.11,Dry ginger
71.1,47.01,115.92,18.42,87.51,6.36,1483.11,Dry ginger
99.0,40.26,130.8,33.09,61.19,6.39,1456.79,Dry ginger
89.53,45.76,131.15,30.47,83.83,5.53,1491.1,Dry ginger
29.2,44.07,111.06,27.8,67.38,6.11,1572.74,Dry ginger
99.62,45.21,97.86,30.94,64.94,5.18,1872.11,Dry ginger
78.14,16.86,62.11,26.6,61.88,5.76,1619.54,Dry ginger
93.74,26.05,58.55,18.12,63.65,6.35,1556.37,Dry ginger
35.9,47.66,126.63,19.83,68.07,6.53,1977.13,Dry ginger
95.64,17.67,125.3,19.22,70.1,6.35,2008.72,Dry ginger
20.17,22.07,125.64,20.02,69.79,5.33,989.47,Dry ginger
86.93,17.15,98.97,29.08,61.73,6.14,1367.91,Dry ginger
86.68,42.92,127.33,24.38,84.68,6.13,1443.76,Dry ginger
26.45,17.34,67.65,22.79,87.83,6.8,1044.25,Dry ginger
134.28,62.39,119.78,31.23,78.55,6.69,488.57,Eggplant (Brinjal)
64.44,74.69,74.41,15.55,60.65,6.46,643.77,Eggplant (Brinjal)
133.58,45.11,182.25,25.11,70.96,5.82,543.93,Eggplant (Brinjal)
126.72,66.8,111.59,30.45,82.77,5.72,845.34,Eggplant (Brinjal)
119.88,68.5,54.61,18.82,66.52,6.0,398.04,Eggplant (Brinjal)
102.88,50.45,64.8,24.97,52.48,6.27,1013.27,Eggplant (Brinjal)
129.0,34.71,177.52,30.16,74.28,7.46,521.56,Eggplant (Brinjal)
46.9,70.61,118.55,20.89,52.21,5.63,381.64,Eggplant (Brinjal)
58.36,78.22,85.02,28.89,50.78,6.14,1115.57,Eggplant (Brinjal)
58.5,37.04,172.24,17.06,52.13,7.43,664.31,Eggplant (Brinjal)
105.79,27.63,75.23,22.82,77.01,6.09,1096.17,Eggplant (Brinjal)
118.11,53.09,113.47,25.53,79.27,5.77,1067.38,Eggplant (Brinjal)
88.94,76.12,192.89,15.52,65.38,6.55,785.64,Eggplant (Brinjal)
122.24,28.47,139.6,31.02,89.87,5.52,1175.31,Eggplant (Brinjal)
52.22,52.22,79.42,25.31,51.48,5.98,570.52,Eggplant (Brinjal)
131.56,55.02,153.31,26.49,65.69,5.53,396.32,Eggplant (Brinjal)
85.88,76.48,79.8,26.87,83.06,7.31,564.14,Eggplant (Brinjal)
133.13,56.48,121.35,28.23,59.55,7.13,884.97,Eggplant (Brinjal)
119.94,71.34,138.78,15.62,61.91,7.26,864.26,Eggplant (Brinjal)
129.01,43.07,120.76,29.66,80.48,6.26,320.37,Eggplant (Brinjal)
128.03,67.18,111.87,24.29,58.17,6.32,446.88,Eggplant (Brinjal)
61.06,70.78,98.0,28.85,68.96,5.64,625.37,Eggplant (Brinjal)
55.83,61.61,185.82,27.97,81.14,7.22,999.0,Eggplant (Brinjal)
96.86,62.86,106.55,16.2,78.22,6.94,501.35,Eggplant (Brinjal)
135.39,23.15,157.75,31.46,62.37,7.32,1043.79,Eggplant (Brinjal)
114.41,77.23,144.65,23.41,77.03,6.32,592.4,Eggplant (Brinjal)
48.22,42.68,168.51,31.07,89.01,5.91,814.29,Eggplant (Brinjal)
97.57,30.56,133.06,21.17,87.7,6.01,1051.47,Eggplant (Brinjal)
129.69,64.15,74.35,19.43,88.84,5.65,405.38,Eggplant (Brinjal)
137.86,66.61,159.42,17.72,69.56,7.18,595.98,Eggplant (Brinjal)
59.28,20.66,139.61,19.99,84.55,6.07,436.42,Eggplant (Brinjal)
136.04,77.89,149.6,30.78,56.47,6.42,483.74,Eggplant (Brinjal)
87.88,67.47,175.19,15.07,65.58,7.49,830.38,Eggplant (Brinjal)
69.62,43.34,91.61,22.61,67.78,6.51,718.06,Eggplant (Brinjal)
91.61,21.68,48.71,21.31,85.4,7.08,399.14,Eggplant (Brinjal)
89.48,56.28,116.99,26.86,89.89,5.69,763.98,Eggplant (Brinjal)
91.24,53.74,66.71,25.85,51.77,6.98,896.84,Eggplant (Brinjal)
73.04,79.34,172.6,24.17,89.62,7.16,424.18,Eggplant (Brinjal)
99.11,54.85,144.47,30.99,69.68,5.65,731.4,Eggplant (Brinjal)
118.78,41.52,44.34,20.16,77.29,5.67,638.37,Eggplant (Brinjal)
53.31,48.56,62.64,16.85,77.91,5.82,439.32,Eggplant (Brinjal)
99.25,22.62,45.28,22.33,64.6,6.59,1194.14,Eggplant (Brinjal)
83.47,54.56,187.08,23.21,81.24,6.6,873.49,Eggplant (Brinjal)
133.25,20.04,184.15,23.46,74.27,6.4,534.83,Eggplant (Brinjal)
46.6,76.71,139.82,29.85,61.63,6.06,602.21,Eggplant (Brinjal)
63.1,49.88,189.8,29.89,69.8,6.2,850.52,Eggplant (Brinjal)
101.23,61.03,125.7,15.45,53.04,7.45,971.61,Eggplant (Brinjal)
134.82,40.37,125.59,20.47,86.36,6.08,924.43,Eggplant (Brinjal)
57.51,26.32,64.9,24.0,83.78,7.5,860.41,Eggplant (Brinjal)
93.36,67.21,50.2,28.76,80.34,6.56,320.69,Eggplant (Brinjal)
60.22,42.18,190.6,25.85,70.4,6.48,1001.98,Eggplant (Brinjal)
72.36,25.67,148.33,20.59,63.02,6.41,518.46,Eggplant (Brinjal)
132.17,70.82,198.57,31.4,62.58,6.26,928.43,Eggplant (Brinjal)
41.58,79.63,41.73,24.04,76.75,7.33,879.72,Eggplant (Brinjal)
99.7,38.02,134.55,27.74,70.62,7.06,362.65,Eggplant (Brinjal)
73.54,77.59,91.75,25.57,70.8,7.37,446.49,Eggplant (Brinjal)
69.94,71.74,146.59,24.23,65.8,6.32,1141.43,Eggplant (Brinjal)
107.11,75.75,195.55,24.3,74.4,6.81,1055.25,Eggplant (Brinjal)
105.91,26.88,190.79,26.24,84.8,6.35,727.24,Eggplant (Brinjal)
108.89,66.58,52.55,21.92,80.79,7.48,310.48,Eggplant (Brinjal)
66.48,47.89,75.67,15.46,71.58,6.8,674.46,Eggplant (Brinjal)
76.99,79.14,116.4,28.57,61.49,7.16,1041.33,Eggplant (Brinjal)
66.77,59.35,149.12,22.52,80.95,6.11,735.84,Eggplant (Brinjal)
139.02,30.72,63.65,17.42,89.92,5.82,471.22,Eggplant (Brinjal)
109.48,65.57,124.33,31.71,51.56,6.74,845.82,Eggplant (Brinjal)
72.12,73.97,128.46,19.19,53.53,5.71,1107.6,Eggplant (Brinjal)
65.03,74.42,59.22,31.73,83.33,5.73,377.45,Eggplant (Brinjal)
120.34,24.68,81.95,28.62,86.3,7.04,1100.9,Eggplant (Brinjal)
95.99,66.78,95.07,28.35,77.19,6.65,1193.07,Eggplant (Brinjal)
86.98,57.15,121.58,19.43,63.21,7.46,652.9,Eggplant (Brinjal)
107.94,54.03,182.37,27.88,53.23,6.21,940.72,Eggplant (Brinjal)
56.14,50.21,90.84,16.1,89.89,7.36,972.77,Eggplant (Brinjal)
60.1,79.31,140.93,31.42,51.7,5.85,909.52,Eggplant (Brinjal)
130.72,30.55,90.74,25.0,89.99,7.1,1131.21,Eggplant (Brinjal)
107.5,72.64,121.13,17.11,78.38,6.7,736.82,Eggplant (Brinjal)
67.5,67.05,171.27,21.19,87.11,6.24,396.81,Eggplant (Brinjal)
56.65,49.67,52.78,27.21,81.8,6.6,1104.01,Eggplant (Brinjal)
135.43,46.85,54.26,18.93,76.3,6.31,916.51,Eggplant (Brinjal)
106.67,56.32,65.25,19.86,65.11,7.15,914.0,Eggplant (Brinjal)
104.49,60.33,120.51,15.67,58.04,5.78,357.6,Eggplant (Brinjal)
71.95,67.26,58.42,16.89,54.97,6.04,481.99,Eggplant (Brinjal)
41.4,36.59,199.41,20.72,58.45,6.49,506.43,Eggplant (Brinjal)
95.96,44.04,183.49,30.77,78.52,5.93,726.51,Eggplant (Brinjal)
70.54,67.9,44.67,26.26,62.93,6.46,590.7,Eggplant (Brinjal)
76.48,60.46,135.28,19.15,51.75,7.21,743.08,Eggplant (Brinjal)
101.87,49.31,139.03,25.66,50.6,6.57,751.9,Eggplant (Brinjal)
49.58,64.75,77.74,15.93,82.13,7.23,516.63,Eggplant (Brinjal)
108.75,20.3,155.38,22.9,81.7,6.29,615.97,Eggplant (Brinjal)
124.08,22.32,69.95,22.01,73.85,5.51,817.63,Eggplant (Brinjal)
77.85,57.8,185.12,22.49,72.18,6.43,406.67,Eggplant (Brinjal)
119.31,73.11,169.83,31.11,68.72,6.8,451.51,Eggplant (Brinjal)
137.68,54.83,81.87,28.69,73.46,7.4,992.98,Eggplant (Brinjal)
127.73,52.8,122.77,27.87,54.2,5.61,1185.33,Eggplant (Brinjal)
131.63,77.34,49.98,19.58,86.06,5.68,706.29,Eggplant (Brinjal)
74.13,72.79,122.89,19.94,70.97,5.72,958.08,Eggplant (Brinjal)
101.83,56.04,110.06,20.0,52.62,7.39,674.9,Eggplant (Brinjal)
89.59,42.55,198.06,28.53,53.83,6.72,736.17,Eggplant (Brinjal)
119.34,79.84,159.09,29.7,70.11,6.25,878.95,Eggplant (Brinjal)
114.94,33.65,120.54,16.93,58.65,7.26,430.26,Eggplant (Brinjal)
121.13,42.36,146.16,30.48,81.24,7.15,535.03,Eggplant (Brinjal)
56.17,46.64,166.59,30.8,77.01,6.08,575.81,Fibres (misc)
114.2,37.69,163.17,26.98,86.23,7.67,539.79,Fibres (misc)
108.47,25.0,116.15,32.02,56.2,6.23,1069.25,Fibres (misc)
119.97,16.55,155.16,25.54,60.53,7.37,921.29,Fibres (misc)
99.78,47.19,197.77,31.22,43.34,7.45,1044.61,Fibres (misc)
28.98,40.27,162.62,18.94,61.75,6.86,737.1,Fibres (misc)
107.6,18.45,165.73,30.56,62.4,6.85,399.63,Fibres (misc)
39.52,36.58,83.7,31.13,70.81,5.64,665.24,Fibres (misc)
105.84,23.87,157.96,16.88,86.53,6.62,839.04,Fibres (misc)
76.98,28.17,158.79,15.29,48.11,5.97,1025.94,Fibres (misc)
109.06,13.18,177.87,31.39,43.83,5.86,655.06,Fibres (misc)
31.47,47.91,125.61,23.22,76.25,6.23,1332.99,Fibres (misc)
85.4,27.33,130.98,20.19,89.25,6.59,1365.81,Fibres (misc)
117.8,36.79,159.5,26.44,44.58,7.88,793.63,Fibres (misc)
109.41,42.78,65.78,23.34,49.79,5.92,1129.62,Fibres (misc)
23.0,58.31,117.49,24.8,54.97,5.71,964.72,Fibres (misc)
54.48,41.2,133.37,19.34,63.08,6.27,511.64,Fibres (misc)
96.97,10.6,90.33,25.62,63.81,7.85,1296.75,Fibres (misc)
95.16,35.7,114.34,15.73,81.08,6.58,617.26,Fibres (misc)
80.66,47.71,128.46,17.99,86.08,5.78,1460.44,Fibres (misc)
64.25,57.33,187.2,23.13,80.0,5.72,307.55,Fibres (misc)
55.6,40.49,51.4,25.3,88.78,7.65,502.21,Fibres (misc)
72.81,18.57,89.49,33.46,89.89,6.11,475.69,Fibres (misc)
58.39,32.29,63.39,17.95,61.24,6.09,1298.42,Fibres (misc)
95.15,36.82,114.89,31.62,48.3,7.72,263.8,Fibres (misc)
112.34,16.94,171.81,15.36,80.75,6.96,224.74,Fibres (misc)
97.42,15.08,130.99,21.64,77.96,7.63,803.56,Fibres (misc)
95.79,55.83,153.38,21.44,63.17,6.07,795.93,Fibres (misc)
44.59,50.36,141.49,27.66,45.51,5.5,1225.94,Fibres (misc)
74.23,56.58,130.59,19.29,74.92,7.25,285.19,Fibres (misc)
89.37,20.63,88.18,15.63,71.37,7.33,499.64,Fibres (misc)
99.25,48.1,111.46,16.36,54.01,5.91,1446.46,Fibres (misc)
101.77,13.92,127.02,20.34,41.61,6.31,365.86,Fibres (misc)
42.27,26.33,111.33,24.37,66.01,6.43,847.85,Fibres (misc)
61.79,58.22,60.15,26.72,49.68,6.44,910.41,Fibres (misc)
95.98,58.89,124.04,20.14,79.58,6.05,860.19,Fibres (misc)
104.67,30.19,133.55,17.39,42.8,7.97,432.56,Fibres (misc)
53.55,35.23,106.17,16.95,49.85,6.73,770.44,Fibres (misc)
99.82,25.59,191.05,20.66,56.56,7.87,1292.63,Fibres (misc)
51.7,29.76,176.34,16.72,54.73,6.83,1277.58,Fibres (misc)
76.46,34.49,194.32,17.33,79.0,5.82,1152.68,Fibres (misc)
74.31,23.23,131.5,32.59,63.61,5.52,273.59,Fibres (misc)
83.26,43.9,110.27,19.86,75.8,6.26,296.22,Fibres (misc)
60.96,36.96,194.84,26.84,50.42,7.58,578.93,Fibres (misc)
115.93,26.27,186.43,32.58,83.2,5.6,1304.83,Fibres (misc)
92.13,26.71,123.51,27.8,87.18,7.45,757.05,Fibres (misc)
84.54,19.29,113.59,30.83,70.33,7.46,862.76,Fibres (misc)
58.01,47.13,64.06,34.57,87.42,7.7,1349.56,Fibres (misc)
71.11,34.9,173.01,20.67,82.5,6.0,1342.84,Fibres (misc)
74.11,52.16,123.97,27.17,86.34,6.55,486.37,Fibres (misc)
29.1,39.5,141.66,27.41,41.86,5.57,1364.04,Fibres (misc)
89.55,15.67,61.2,18.24,80.35,7.31,1030.25,Fibres (misc)
84.08,52.94,100.02,21.44,61.27,7.97,921.37,Fibres (misc)
74.69,50.48,76.71,23.11,72.07,7.97,400.81,Fibres (misc)
65.2,55.28,158.83,27.28,52.86,5.97,686.48,Fibres (misc)
45.51,50.42,158.11,31.7,48.55,6.27,1199.12,Fibres (misc)
36.35,17.28,107.46,18.73,43.95,6.28,1338.28,Fibres (misc)
25.65,38.31,134.45,25.62,65.28,5.54,261.69,Fibres (misc)
71.12,58.42,111.2,24.45,89.1,7.45,1201.14,Fibres (misc)
70.47,54.9,137.18,28.13,79.38,6.52,1439.25,Fibres (misc)
118.8,39.36,83.31,30.5,56.11,6.94,312.71,Fibres (misc)
100.74,57.95,64.13,29.63,83.04,5.77,520.84,Fibres (misc)
59.19,51.84,124.01,17.74,52.82,6.67,251.04,Fibres (misc)
83.1,11.27,167.13,29.68,83.27,5.89,983.36,Fibres (misc)
98.1,35.79,69.62,16.98,70.29,6.74,1408.43,Fibres (misc)
103.38,46.19,197.36,28.89,44.62,5.69,1260.63,Fibres (misc)
56.07,56.21,67.74,18.98,78.66,7.62,1327.36,Fibres (misc)
29.91,29.09,146.96,33.38,51.95,7.0,386.58,Fibres (misc)
94.73,16.38,200.0,16.85,74.27,7.44,535.39,Fibres (misc)
45.48,39.81,144.57,29.41,69.01,5.94,1401.39,Fibres (misc)
36.66,38.26,188.0,33.26,48.4,6.1,982.41,Fibres (misc)
53.72,46.54,128.36,20.32,60.55,7.23,1220.68,Fibres (misc)
56.96,15.25,102.99,27.61,77.99,7.7,1450.52,Fibres (misc)
72.94,54.01,89.31,26.19,66.97,7.42,1205.06,Fibres (misc)
48.53,54.29,183.72,33.96,62.88,7.97,1220.38,Fibres (misc)
85.32,31.61,176.36,30.28,69.28,7.99,524.3,Fibres (misc)
84.18,26.06,118.68,21.78,56.73,6.44,273.68,Fibres (misc)
23.99,46.25,96.64,15.42,44.07,5.99,262.68,Fibres (misc)
114.61,38.42,109.1,25.65,45.64,7.25,1460.47,Fibres (misc)
33.07,17.63,144.3,18.04,46.3,7.18,1004.25,Fibres (misc)
41.77,51.16,65.79,21.65,76.94,7.03,980.09,Fibres (misc)
88.63,42.32,181.14,26.38,60.06,7.42,537.01,Fibres (misc)
95.96,24.0,122.06,29.78,71.38,5.71,780.53,Fibres (misc)
101.19,59.84,120.02,16.72,58.31,6.72,295.46,Fibres (misc)
106.43,36.94,112.42,22.94,41.42,6.8,818.25,Fibres (misc)
54.59,42.93,111.65,26.44,84.25,6.41,717.3,Fibres (misc)
106.59,27.9,115.9,31.02,69.59,7.83,811.86,Fibres (misc)
67.9,12.15,79.6,25.8,49.36,6.63,568.31,Fibres (misc)
22.08,33.76,146.94,21.76,78.83,5.87,318.68,Fibres (misc)
113.48,56.08,110.98,23.4,82.55,6.83,352.25,Fibres (misc)
31.49,16.56,167.11,27.04,54.99,5.91,360.5,Fibres (misc)
94.14,54.29,129.66,30.45,54.16,6.96,769.45,Fibres (misc)
28.77,34.37,177.02,16.04,63.86,7.68,1227.09,Fibres (misc)
69.34,18.57,177.28,18.06,53.84,5.81,796.71,Fibres (misc)
82.92,51.36,119.2,34.41,69.79,7.01,427.87,Fibres (misc)
39.01,38.83,158.13,19.09,64.2,6.39,770.39,Fibres (misc)
42.21,17.04,98.08,32.38,80.26,5.75,314.15,Fibres (misc)
69.3,23.87,173.51,24.72,82.64,5.77,1461.1,Fibres (misc)
96.71,46.59,191.03,24.41,47.44,6.74,1259.79,Fibres (misc)
105.95,34.43,159.85,19.94,51.53,6.97,748.28,Fibres (misc)
36.11,48.07,129.82,25.41,49.47,6.1,1100.52,Foodgrain (total)
105.19,18.86,171.85,30.76,80.75,6.95,657.39,Foodgrain (total)
97.1,34.0,83.28,23.05,62.89,6.76,1366.83,Foodgrain (total)
61.12,24.24,194.35,19.84,40.56,7.62,1440.78,Foodgrain (total)
88.21,30.38,131.56,31.64,84.27,5.76,1328.4,Foodgrain (total)
81.73,11.61,66.27,15.91,87.43,6.57,1130.3,Foodgrain (total)
20.17,49.66,122.31,33.47,66.04,7.47,1018.31,Foodgrain (total)
72.05,57.41,124.34,32.85,41.8,7.14,1385.16,Foodgrain (total)
109.93,34.25,120.81,31.21,56.75,7.84,525.89,Foodgrain (total)
27.44,48.6,110.71,22.12,56.05,7.95,943.18,Foodgrain (total)
119.19,27.18,112.1,19.24,61.52,5.66,200.73,Foodgrain (total)
65.31,47.3,115.56,25.36,62.28,6.82,1208.29,Foodgrain (total)
100.38,51.9,81.86,24.16,81.55,7.85,905.88,Foodgrain (total)
69.3,48.23,198.75,23.52,48.25,7.59,1123.55,Foodgrain (total)
34.51,26.18,132.98,29.63,79.03,5.89,481.78,Foodgrain (total)
94.41,15.81,124.72,25.92,56.97,7.49,272.04,Foodgrain (total)
97.74,42.3,126.08,32.45,50.11,7.5,444.11,Foodgrain (total)
119.04,11.64,132.98,18.36,60.4,5.87,451.97,Foodgrain (total)
26.1,10.4,157.9,24.07,42.28,7.85,1065.29,Foodgrain (total)
46.43,31.93,123.39,26.4,82.87,6.97,1472.34,Foodgrain (total)
92.68,59.43,132.61,28.57,76.89,7.39,231.76,Foodgrain (total)
32.75,21.39,90.72,33.11,76.13,5.86,754.26,Foodgrain (total)
44.31,51.49,187.67,18.29,60.83,7.88,1054.22,Foodgrain (total)
106.81,27.88,81.46,28.83,46.87,7.6,1181.29,Foodgrain (total)
50.49,34.94,169.88,33.7,57.61,7.47,452.81,Foodgrain (total)
110.35,44.31,72.91,29.8,76.2,7.36,648.34,Foodgrain (total)
93.98,51.33,102.07,19.16,84.39,7.05,798.5,Foodgrain (total)
107.97,16.8,171.59,24.82,42.13,7.93,1211.49,Foodgrain (total)
41.48,56.18,190.3,31.01,46.36,5.97,1180.24,Foodgrain (total)
111.38,20.75,119.12,18.1,63.9,7.11,224.12,Foodgrain (total)
84.29,41.99,118.25,32.91,46.74,5.63,844.58,Foodgrain (total)
73.3,23.33,194.24,20.07,53.51,7.53,1399.67,Foodgrain (total)
73.61,10.95,103.32,19.48,65.55,7.21,710.17,Foodgrain (total)
73.74,47.99,86.92,18.92,80.28,5.59,395.78,Foodgrain (total)
21.24,37.77,140.01,25.62,60.71,6.82,452.12,Foodgrain (total)
102.62,59.04,131.09,22.49,79.59,5.98,617.01,Foodgrain (total)
114.0,19.31,66.82,25.93,69.37,6.99,413.82,Foodgrain (total)
92.11,22.11,192.22,19.56,40.87,6.92,463.7,Foodgrain (total)
82.86,21.46,114.21,18.59,61.44,5.84,639.36,Foodgrain (total)
39.89,50.81,159.4,18.34,44.15,5.56,494.67,Foodgrain (total)
68.02,29.99,195.72,30.84,43.91,5.9,234.58,Foodgrain (total)
33.82,36.47,61.51,16.2,45.91,7.17,225.17,Foodgrain (total)
116.96,29.04,100.49,24.5,65.89,6.55,832.22,Foodgrain (total)
53.97,26.1,54.1,28.44,70.86,7.17,1423.37,Foodgrain (total)
67.31,54.09,116.59,24.55,71.65,6.04,482.56,Foodgrain (total)
70.98,13.43,85.5,30.87,63.19,5.57,278.96,Foodgrain (total)
111.95,57.84,146.17,18.7,58.4,6.26,1220.7,Foodgrain (total)
73.71,48.98,104.08,32.39,61.46,6.54,835.83,Foodgrain (total)
79.18,54.71,118.66,33.6,59.68,6.31,583.56,Foodgrain (total)
22.12,52.46,61.89,21.69,52.52,7.36,1412.36,Foodgrain (total)
101.67,26.0,118.36,19.94,86.2,5.8,1437.54,Foodgrain (total)
101.37,45.58,166.1,21.79,54.79,6.45,436.1,Foodgrain (total)
94.64,33.75,182.87,32.57,47.79,6.05,733.83,Foodgrain (total)
31.88,44.47,160.64,29.43,63.51,7.61,987.6,Foodgrain (total)
119.36,50.77,158.34,17.47,81.63,6.26,744.59,Foodgrain (total)
66.28,26.57,66.27,18.99,80.17,7.13,1425.69,Foodgrain (total)
102.11,30.11,167.93,26.53,54.32,7.94,1407.04,Foodgrain (total)
31.22,51.97,61.65,33.58,71.21,5.92,1262.44,Foodgrain (total)
71.58,12.98,169.76,30.77,64.1,7.33,252.19,Foodgrain (total)
51.81,43.66,84.59,24.01,86.6,7.57,925.4,Foodgrain (total)
77.67,54.35,179.46,16.77,63.28,5.98,308.19,Foodgrain (total)
49.24,40.53,169.16,33.25,61.15,6.56,399.23,Foodgrain (total)
39.48,15.12,196.39,17.55,77.83,6.29,898.29,Foodgrain (total)
107.27,56.81,86.03,33.23,52.6,7.51,219.83,Foodgrain (total)
